========POTENTIAL SUMMARIES========
POTENTIAL AA
arg          val          deriv       
  9.5000e-01   3.3912e-01  -1.6108e-01
  1.0000e+00   3.3095e-01  -1.6548e-01
  1.0500e+00   3.2258e-01  -1.6935e-01
  1.1000e+00   3.1402e-01  -1.7271e-01
  1.1500e+00   3.0532e-01  -1.7556e-01
  1.2000e+00   2.9648e-01  -1.7789e-01
  1.2500e+00   2.8754e-01  -1.7971e-01
  1.3000e+00   2.7851e-01  -1.8103e-01
  1.3500e+00   2.6944e-01  -1.8187e-01
  1.4000e+00   2.6034e-01  -1.8223e-01
  1.4500e+00   2.5122e-01  -1.8214e-01
  1.5000e+00   2.4213e-01  -1.8160e-01
  1.5500e+00   2.3307e-01  -1.8063e-01
  1.6000e+00   2.2407e-01  -1.7926e-01
  1.6500e+00   2.1515e-01  -1.7750e-01
  1.7000e+00   2.0633e-01  -1.7538e-01
  1.7500e+00   1.9762e-01  -1.7292e-01
  1.8000e+00   1.8904e-01  -1.7014e-01
  1.8500e+00   1.8061e-01  -1.6707e-01
  1.9000e+00   1.7234e-01  -1.6372e-01
  1.9500e+00   1.6424e-01  -1.6014e-01
  2.0000e+00   1.5633e-01  -1.5633e-01
  2.0500e+00   1.4861e-01  -1.5233e-01
  2.1000e+00   1.4110e-01  -1.4816e-01
  2.1500e+00   1.3380e-01  -1.4384e-01
  2.2000e+00   1.2672e-01  -1.3939e-01
  2.2500e+00   1.1986e-01  -1.3485e-01
  2.3000e+00   1.1324e-01  -1.3022e-01
  2.3500e+00   1.0684e-01  -1.2554e-01
  2.4000e+00   1.0068e-01  -1.2082e-01
  2.4500e+00   9.4760e-02  -1.1608e-01
  2.5000e+00   8.9074e-02  -1.1134e-01
  2.5500e+00   8.3625e-02  -1.0662e-01
  2.6000e+00   7.8412e-02  -1.0194e-01
  2.6500e+00   7.3431e-02  -9.7296e-02
  2.7000e+00   6.8681e-02  -9.2719e-02
  2.7500e+00   6.4158e-02  -8.8217e-02
  2.8000e+00   5.9858e-02  -8.3801e-02
  2.8500e+00   5.5776e-02  -7.9481e-02
  2.9000e+00   5.1908e-02  -7.5266e-02
  2.9500e+00   4.8248e-02  -7.1165e-02
  3.0000e+00   4.4789e-02  -6.7184e-02
  3.0500e+00   4.1527e-02  -6.3329e-02
  3.1000e+00   3.8454e-02  -5.9604e-02
  3.1500e+00   3.5564e-02  -5.6014e-02
  3.2000e+00   3.2851e-02  -5.2561e-02
  3.2500e+00   3.0306e-02  -4.9247e-02
  3.3000e+00   2.7924e-02  -4.6074e-02
  3.3500e+00   2.5696e-02  -4.3041e-02
  3.4000e+00   2.3617e-02  -4.0149e-02
  3.4500e+00   2.1679e-02  -3.7396e-02
  3.5000e+00   1.9875e-02  -3.4782e-02
  3.5500e+00   1.8199e-02  -3.2303e-02
  3.6000e+00   1.6643e-02  -2.9957e-02
  3.6500e+00   1.5201e-02  -2.7741e-02
  3.7000e+00   1.3866e-02  -2.5653e-02
  3.7500e+00   1.2633e-02  -2.3688e-02
  3.8000e+00   1.1496e-02  -2.1842e-02
  3.8500e+00   1.0447e-02  -2.0111e-02
  3.9000e+00   9.4827e-03  -1.8491e-02
  3.9500e+00   8.5964e-03  -1.6978e-02
  4.0000e+00   7.7832e-03  -1.5566e-02
  4.0500e+00   7.0382e-03  -1.4252e-02
  4.1000e+00   6.3565e-03  -1.3031e-02
  4.1500e+00   5.7336e-03  -1.1897e-02
  4.2000e+00   5.1653e-03  -1.0847e-02
  4.2500e+00   4.6476e-03  -9.8761e-03
  4.3000e+00   4.1765e-03  -8.9795e-03
  4.3500e+00   3.7485e-03  -8.1529e-03
  4.4000e+00   3.3601e-03  -7.3922e-03
  4.4500e+00   3.0082e-03  -6.6933e-03
  4.5000e+00   2.6898e-03  -6.0521e-03
  4.5500e+00   2.4021e-03  -5.4648e-03
  4.6000e+00   2.1425e-03  -4.9277e-03
  4.6500e+00   1.9086e-03  -4.4374e-03
  4.7000e+00   1.6980e-03  -3.9904e-03
  4.7500e+00   1.5088e-03  -3.5835e-03
  4.8000e+00   1.3391e-03  -3.2138e-03
  4.8500e+00   1.1869e-03  -2.8782e-03
  4.9000e+00   1.0507e-03  -2.5743e-03
  4.9500e+00   9.2899e-04  -2.2993e-03


POTENTIAL AB
arg          val          deriv       
  0.0000e+00  1.0000e+300 -1.0000e+300
  5.0000e-02   4.2647e-01  -1.0662e-02
  1.0000e-01   4.2567e-01  -2.1283e-02
  1.5000e-01   4.2434e-01  -3.1826e-02
  2.0000e-01   4.2249e-01  -4.2249e-02
  2.5000e-01   4.2012e-01  -5.2515e-02
  3.0000e-01   4.1724e-01  -6.2586e-02
  3.5000e-01   4.1386e-01  -7.2426e-02
  4.0000e-01   4.1000e-01  -8.2001e-02
  4.5000e-01   4.0567e-01  -9.1276e-02
  5.0000e-01   4.0088e-01  -1.0022e-01
  5.5000e-01   3.9565e-01  -1.0880e-01
  6.0000e-01   3.9001e-01  -1.1700e-01
  6.5000e-01   3.8396e-01  -1.2479e-01
  7.0000e-01   3.7754e-01  -1.3214e-01
  7.5000e-01   3.7075e-01  -1.3903e-01
  8.0000e-01   3.6364e-01  -1.4546e-01
  8.5000e-01   3.5622e-01  -1.5139e-01
  9.0000e-01   3.4851e-01  -1.5683e-01
  9.5000e-01   3.4054e-01  -1.6176e-01
  1.0000e+00   3.3234e-01  -1.6617e-01
  1.0500e+00   3.2393e-01  -1.7007e-01
  1.1000e+00   3.1534e-01  -1.7344e-01
  1.1500e+00   3.0660e-01  -1.7629e-01
  1.2000e+00   2.9772e-01  -1.7863e-01
  1.2500e+00   2.8874e-01  -1.8046e-01
  1.3000e+00   2.7969e-01  -1.8180e-01
  1.3500e+00   2.7057e-01  -1.8264e-01
  1.4000e+00   2.6143e-01  -1.8300e-01
  1.4500e+00   2.5228e-01  -1.8290e-01
  1.5000e+00   2.4315e-01  -1.8236e-01
  1.5500e+00   2.3405e-01  -1.8139e-01
  1.6000e+00   2.2501e-01  -1.8001e-01
  1.6500e+00   2.1606e-01  -1.7825e-01
  1.7000e+00   2.0720e-01  -1.7612e-01
  1.7500e+00   1.9845e-01  -1.7364e-01
  1.8000e+00   1.8984e-01  -1.7085e-01
  1.8500e+00   1.8137e-01  -1.6777e-01
  1.9000e+00   1.7306e-01  -1.6441e-01
  1.9500e+00   1.6493e-01  -1.6081e-01
  2.0000e+00   1.5699e-01  -1.5699e-01
  2.0500e+00   1.4924e-01  -1.5297e-01
  2.1000e+00   1.4169e-01  -1.4878e-01
  2.1500e+00   1.3436e-01  -1.4444e-01
  2.2000e+00   1.2725e-01  -1.3998e-01
  2.2500e+00   1.2037e-01  -1.3541e-01
  2.3000e+00   1.1371e-01  -1.3077e-01
  2.3500e+00   1.0729e-01  -1.2607e-01
  2.4000e+00   1.0111e-01  -1.2133e-01
  2.4500e+00   9.5158e-02  -1.1657e-01
  2.5000e+00   8.9449e-02  -1.1181e-01
  2.5500e+00   8.3977e-02  -1.0707e-01
  2.6000e+00   7.8741e-02  -1.0236e-01
  2.6500e+00   7.3740e-02  -9.7705e-02
  2.7000e+00   6.8969e-02  -9.3109e-02
  2.7500e+00   6.4427e-02  -8.8588e-02
  2.8000e+00   6.0109e-02  -8.4153e-02
  2.8500e+00   5.6011e-02  -7.9815e-02
  2.9000e+00   5.2126e-02  -7.5583e-02
  2.9500e+00   4.8450e-02  -7.1464e-02
  3.0000e+00   4.4978e-02  -6.7466e-02
  3.0500e+00   4.1702e-02  -6.3595e-02
  3.1000e+00   3.8616e-02  -5.9855e-02
  3.1500e+00   3.5714e-02  -5.6249e-02
  3.2000e+00   3.2989e-02  -5.2782e-02
  3.2500e+00   3.0433e-02  -4.9454e-02
  3.3000e+00   2.8041e-02  -4.6267e-02
  3.3500e+00   2.5804e-02  -4.3222e-02
  3.4000e+00   2.3716e-02  -4.0318e-02
  3.4500e+00   2.1770e-02  -3.7553e-02
  3.5000e+00   1.9959e-02  -3.4928e-02
  3.5500e+00   1.8275e-02  -3.2438e-02
  3.6000e+00   1.6713e-02  -3.0083e-02
  3.6500e+00   1.5265e-02  -2.7858e-02
  3.7000e+00   1.3925e-02  -2.5761e-02
  3.7500e+00   1.2687e-02  -2.3787e-02
  3.8000e+00   1.1544e-02  -2.1934e-02
  3.8500e+00   1.0491e-02  -2.0196e-02
  3.9000e+00   9.5226e-03  -1.8569e-02
  3.9500e+00   8.6325e-03  -1.7049e-02
  4.0000e+00   7.8159e-03  -1.5632e-02
  4.0500e+00   7.0677e-03  -1.4312e-02
  4.1000e+00   6.3832e-03  -1.3085e-02
  4.1500e+00   5.7577e-03  -1.1947e-02
  4.2000e+00   5.1870e-03  -1.0893e-02
  4.2500e+00   4.6671e-03  -9.9176e-03
  4.3000e+00   4.1940e-03  -9.0172e-03
  4.3500e+00   3.7642e-03  -8.1872e-03
  4.4000e+00   3.3742e-03  -7.4233e-03
  4.4500e+00   3.0209e-03  -6.7214e-03
  4.5000e+00   2.7011e-03  -6.0775e-03
  4.5500e+00   2.4122e-03  -5.4878e-03
  4.6000e+00   2.1515e-03  -4.9484e-03
  4.6500e+00   1.9166e-03  -4.4560e-03
  4.7000e+00   1.7052e-03  -4.0071e-03
  4.7500e+00   1.5152e-03  -3.5986e-03
  4.8000e+00   1.3447e-03  -3.2273e-03
  4.8500e+00   1.1919e-03  -2.8903e-03
  4.9000e+00   1.0551e-03  -2.5851e-03
  4.9500e+00   9.3290e-04  -2.3089e-03


POTENTIAL Uext
arg          val          deriv       
  0.0000e+00   0.0000e+00   5.2360e-01
  1.0000e-01   5.2356e-02   5.2348e-01
  2.0000e-01   1.0469e-01   5.2314e-01
  3.0000e-01   1.5698e-01   5.2257e-01
  4.0000e-01   2.0919e-01   5.2176e-01
  5.0000e-01   2.6132e-01   5.2073e-01
  6.0000e-01   3.1333e-01   5.1947e-01
  7.0000e-01   3.6521e-01   5.1798e-01
  8.0000e-01   4.1692e-01   5.1627e-01
  9.0000e-01   4.6845e-01   5.1432e-01
  1.0000e+00   5.1978e-01   5.1216e-01
  1.1000e+00   5.7088e-01   5.0976e-01
  1.2000e+00   6.2172e-01   5.0715e-01
  1.3000e+00   6.7230e-01   5.0431e-01
  1.4000e+00   7.2258e-01   5.0125e-01
  1.5000e+00   7.7254e-01   4.9797e-01
  1.6000e+00   8.2217e-01   4.9447e-01
  1.7000e+00   8.7143e-01   4.9076e-01
  1.8000e+00   9.2031e-01   4.8683e-01
  1.9000e+00   9.6879e-01   4.8269e-01
  2.0000e+00   1.0168e+00   4.7833e-01
  2.1000e+00   1.0644e+00   4.7377e-01
  2.2000e+00   1.1116e+00   4.6899e-01
  2.3000e+00   1.1582e+00   4.6402e-01
  2.4000e+00   1.2044e+00   4.5883e-01
  2.5000e+00   1.2500e+00   4.5345e-01
  2.6000e+00   1.2951e+00   4.4787e-01
  2.7000e+00   1.3396e+00   4.4209e-01
  2.8000e+00   1.3835e+00   4.3612e-01
  2.9000e+00   1.4268e+00   4.2995e-01
  3.0000e+00   1.4695e+00   4.2360e-01
  3.1000e+00   1.5115e+00   4.1706e-01
  3.2000e+00   1.5529e+00   4.1034e-01
  3.3000e+00   1.5936e+00   4.0344e-01
  3.4000e+00   1.6336e+00   3.9636e-01
  3.5000e+00   1.6728e+00   3.8911e-01
  3.6000e+00   1.7114e+00   3.8169e-01
  3.7000e+00   1.7492e+00   3.7410e-01
  3.8000e+00   1.7862e+00   3.6634e-01
  3.9000e+00   1.8224e+00   3.5843e-01
  4.0000e+00   1.8579e+00   3.5036e-01
  4.1000e+00   1.8925e+00   3.4213e-01
  4.2000e+00   1.9263e+00   3.3375e-01
  4.3000e+00   1.9592e+00   3.2523e-01
  4.4000e+00   1.9913e+00   3.1657e-01
  4.5000e+00   2.0225e+00   3.0776e-01
  4.6000e+00   2.0529e+00   2.9882e-01
  4.7000e+00   2.0823e+00   2.8976e-01
  4.8000e+00   2.1108e+00   2.8056e-01
  4.9000e+00   2.1384e+00   2.7124e-01
  5.0000e+00   2.1651e+00   2.6180e-01
  5.1000e+00   2.1908e+00   2.5225e-01
  5.2000e+00   2.2155e+00   2.4258e-01
  5.3000e+00   2.2393e+00   2.3281e-01
  5.4000e+00   2.2621e+00   2.2294e-01
  5.5000e+00   2.2839e+00   2.1297e-01
  5.6000e+00   2.3047e+00   2.0290e-01
  5.7000e+00   2.3244e+00   1.9275e-01
  5.8000e+00   2.3432e+00   1.8251e-01
  5.9000e+00   2.3609e+00   1.7219e-01
  6.0000e+00   2.3776e+00   1.6180e-01
  6.1000e+00   2.3933e+00   1.5134e-01
  6.2000e+00   2.4079e+00   1.4081e-01
  6.3000e+00   2.4215e+00   1.3021e-01
  6.4000e+00   2.4339e+00   1.1956e-01
  6.5000e+00   2.4454e+00   1.0886e-01
  6.6000e+00   2.4557e+00   9.8113e-02
  6.7000e+00   2.4650e+00   8.7320e-02
  6.8000e+00   2.4732e+00   7.6489e-02
  6.9000e+00   2.4803e+00   6.5624e-02
  7.0000e+00   2.4863e+00   5.4731e-02
  7.1000e+00   2.4912e+00   4.3814e-02
  7.2000e+00   2.4951e+00   3.2877e-02
  7.3000e+00   2.4978e+00   2.1926e-02
  7.4000e+00   2.4995e+00   1.0965e-02
  7.5000e+00   2.5000e+00   1.4832e-16
  7.6000e+00   2.4995e+00  -1.0965e-02
  7.7000e+00   2.4978e+00  -2.1926e-02
  7.8000e+00   2.4951e+00  -3.2877e-02
  7.9000e+00   2.4912e+00  -4.3814e-02
  8.0000e+00   2.4863e+00  -5.4731e-02
  8.1000e+00   2.4803e+00  -6.5624e-02
  8.2000e+00   2.4732e+00  -7.6489e-02
  8.3000e+00   2.4650e+00  -8.7320e-02
  8.4000e+00   2.4557e+00  -9.8113e-02
  8.5000e+00   2.4454e+00  -1.0886e-01
  8.6000e+00   2.4339e+00  -1.1956e-01
  8.7000e+00   2.4215e+00  -1.3021e-01
  8.8000e+00   2.4079e+00  -1.4081e-01
  8.9000e+00   2.3933e+00  -1.5134e-01
  9.0000e+00   2.3776e+00  -1.6180e-01
  9.1000e+00   2.3609e+00  -1.7219e-01
  9.2000e+00   2.3432e+00  -1.8251e-01
  9.3000e+00   2.3244e+00  -1.9275e-01
  9.4000e+00   2.3047e+00  -2.0290e-01
  9.5000e+00   2.2839e+00  -2.1297e-01
  9.6000e+00   2.2621e+00  -2.2294e-01
  9.7000e+00   2.2393e+00  -2.3281e-01
  9.8000e+00   2.2155e+00  -2.4258e-01
  9.9000e+00   2.1908e+00  -2.5225e-01


========PARAMETER VALUES========
   Global:Charge(0)       0.0000e+00
   Global:Charge(1)       0.0000e+00
   AA:Epsilon             0.0000e+00
   AA:Sigma               1.0000e+00
   AA:B                   4.2495e-01
   AA:Kappa               2.5000e-01
   AA:Dist0               0.0000e+00
   BB:Epsilon             0.0000e+00
   BB:Sigma               1.0000e+00
   BB:B                   4.2495e-01
   BB:Kappa               2.5000e-01
   BB:Dist0               0.0000e+00
   AB:Epsilon             0.0000e+00
   AB:Sigma               1.0000e+00
   AB:B                   4.2674e-01
   AB:Kappa               2.5000e-01
   AB:Dist0               0.0000e+00
   Uext:UConst            2.5000e+00
   Uext:NPeriods          1.0000e+00

========PARAMETER INPUT========
>>> POTENTIAL AA
{'Epsilon' : 0.0000e+00 ,
 'B' : 4.2495e-01 ,
 'Kappa' : 2.5000e-01 ,
 'Dist0' : 0.0000e+00 ,
 'Sigma' : 1.0000e+00 }
>>> POTENTIAL BB
{'Epsilon' : 0.0000e+00 ,
 'B' : 4.2495e-01 ,
 'Kappa' : 2.5000e-01 ,
 'Dist0' : 0.0000e+00 ,
 'Sigma' : 1.0000e+00 }
>>> POTENTIAL AB
{'Epsilon' : 0.0000e+00 ,
 'B' : 4.2674e-01 ,
 'Kappa' : 2.5000e-01 ,
 'Dist0' : 0.0000e+00 ,
 'Sigma' : 1.0000e+00 }
>>> POTENTIAL Uext
{'UConst' : 2.5000e+00 ,
 'NPeriods' : 1.0000e+00 }

